borrower_id,age,income,home_ownership,employment_length,loan_purpose,loan_amount,debt_to_income,credit_history_length,historical_default,default
17262,25,75000,RENT,0,DEBTCONSOLIDATION,20000,0.27,2,N,0
17263,24,96000,MORTGAGE,7,PERSONAL,6000,0.06,3,N,0
17264,24,50000,MORTGAGE,7,HOMEIMPROVEMENT,11000,0.22,2,Y,0
17265,23,105999,MORTGAGE,6,EDUCATION,8550,0.08,2,N,0
17266,22,44000,RENT,3,HOMEIMPROVEMENT,3600,0.08,3,Y,1
17267,26,96050,MORTGAGE,3,MEDICAL,24000,0.25,2,Y,1
17268,26,33996,RENT,2,MEDICAL,10800,0.32,3,N,1
17269,22,42000,MORTGAGE,6,PERSONAL,3000,0.07,3,N,0
17270,25,49000,OWN,6,PERSONAL,3000,0.06,4,N,0
17271,23,136000,MORTGAGE,7,EDUCATION,8000,0.06,2,N,0
17272,22,30000,MORTGAGE,2,DEBTCONSOLIDATION,13250,0.44,4,N,0
17273,23,35400,RENT,4,DEBTCONSOLIDATION,9600,0.27,2,N,0
17274,23,125000,OTHER,4,EDUCATION,7500,0.06,2,N,0
17275,23,53352,RENT,3,MEDICAL,17500,0.33,4,N,1
17276,23,14400,RENT,0,DEBTCONSOLIDATION,4000,0.28,3,N,1
17277,25,80000,MORTGAGE,4,HOMEIMPROVEMENT,15000,0.19,2,N,0
17278,22,31500,RENT,3,DEBTCONSOLIDATION,2900,0.09,3,Y,1
17279,22,35000,RENT,0,DEBTCONSOLIDATION,3000,0.09,2,N,0
17280,26,80000,OWN,5,PERSONAL,7000,0.09,2,Y,0
17281,22,25000,MORTGAGE,4,VENTURE,1800,0.07,2,N,0
17282,23,75885,MORTGAGE,7,EDUCATION,3000,0.04,4,N,0
17283,26,65000,MORTGAGE,0,PERSONAL,4000,0.06,2,N,0
17284,21,21600,OWN,0,VENTURE,7125,0.33,3,N,0
17285,23,44000,MORTGAGE,4,EDUCATION,3200,0.07,2,N,0
17286,25,60000,RENT,4,EDUCATION,9800,0.16,2,N,0
17287,25,48000,RENT,3,DEBTCONSOLIDATION,2000,0.04,3,N,0
17288,23,65000,MORTGAGE,3,EDUCATION,8000,0.12,4,N,0
17289,22,48000,MORTGAGE,6,PERSONAL,10000,0.21,2,N,0
17290,22,60000,RENT,0,EDUCATION,15000,0.25,3,N,0
17291,23,30000,RENT,6,VENTURE,19750,0.66,4,N,1
17292,26,115600,MORTGAGE,4,VENTURE,9925,0.09,4,N,0
17293,21,12000,RENT,5,PERSONAL,3000,0.25,3,N,1
17294,23,38004,RENT,5,EDUCATION,5000,0.13,4,N,0
17295,23,130992,MORTGAGE,6,MEDICAL,6000,0.05,4,N,0
17296,23,19200,MORTGAGE,7,DEBTCONSOLIDATION,3000,0.16,3,N,1
17297,22,60000,MORTGAGE,2,PERSONAL,5200,0.09,4,N,0
17298,23,85000,MORTGAGE,8,EDUCATION,5000,0.06,3,N,0
17299,25,20000,MORTGAGE,1,VENTURE,4000,0.2,4,N,0
17300,26,45000,RENT,5,MEDICAL,2000,0.04,3,N,0
17301,22,52000,RENT,6,VENTURE,10000,0.19,2,N,0
17302,24,51600,RENT,8,MEDICAL,3000,0.06,3,N,0
17303,22,60000,MORTGAGE,6,DEBTCONSOLIDATION,17500,0.29,2,N,0
17304,23,56700,MORTGAGE,7,VENTURE,12000,0.21,2,N,0
17305,24,48000,OWN,5,VENTURE,4400,0.09,4,N,0
17306,22,34000,RENT,4,MEDICAL,3800,0.11,3,Y,1
17307,23,37344,MORTGAGE,0,EDUCATION,3200,0.09,4,N,0
17308,22,62000,MORTGAGE,2,PERSONAL,7500,0.12,3,Y,0
17309,24,103000,MORTGAGE,8,DEBTCONSOLIDATION,21000,0.2,3,Y,0
17310,24,45000,MORTGAGE,8,VENTURE,6000,0.13,3,N,0
17311,24,120000,RENT,4,HOMEIMPROVEMENT,10000,0.08,2,N,0
17312,25,40000,RENT,5,PERSONAL,6000,0.15,2,N,0
17313,23,113000,MORTGAGE,4,EDUCATION,12000,0.11,3,N,0
17314,24,38400,RENT,8,MEDICAL,4200,0.11,4,N,0
17315,24,20000,OWN,2,PERSONAL,3000,0.15,3,N,0
17316,22,60000,RENT,3,EDUCATION,7000,0.12,4,N,0
17317,23,23760,RENT,2,PERSONAL,2800,0.12,4,N,0
17318,23,48000,OWN,8,VENTURE,6000,0.12,3,Y,0
17319,23,61000,RENT,3,EDUCATION,2500,0.04,3,N,0
17320,21,56000,RENT,5,HOMEIMPROVEMENT,15000,0.27,4,Y,1
17321,24,46809,RENT,4,MEDICAL,5000,0.11,2,N,0
17322,23,39456,OWN,7,PERSONAL,14000,0.35,3,N,0
17323,23,115275,RENT,7,EDUCATION,7500,0.07,4,Y,0
17324,26,48000,MORTGAGE,4,PERSONAL,10000,0.21,4,N,0
17325,23,59000,RENT,7,EDUCATION,20000,0.34,2,N,1
17326,25,50000,MORTGAGE,9,DEBTCONSOLIDATION,18000,0.36,4,N,0
17327,24,72000,MORTGAGE,5,HOMEIMPROVEMENT,8000,0.11,3,N,0
17328,26,48000,RENT,7,MEDICAL,9000,0.19,3,N,0
17329,22,52500,MORTGAGE,6,VENTURE,8000,0.15,4,Y,0
17330,25,76000,MORTGAGE,3,EDUCATION,20000,0.26,2,N,0
17331,23,39996,RENT,6,MEDICAL,12000,0.3,3,N,0
17332,23,68000,MORTGAGE,4,EDUCATION,1000,0.01,4,N,0
17333,25,82560,RENT,6,DEBTCONSOLIDATION,4500,0.05,4,N,0
17334,26,74000,MORTGAGE,5,DEBTCONSOLIDATION,10000,0.14,2,N,0
17335,25,38000,RENT,9,EDUCATION,4800,0.13,3,N,0
17336,25,31500,RENT,8,DEBTCONSOLIDATION,14850,0.47,3,N,1
17337,25,88000,MORTGAGE,7,PERSONAL,11000,0.12,2,N,0
17338,24,42000,OWN,8,HOMEIMPROVEMENT,8000,0.19,2,N,0
17339,25,60000,MORTGAGE,3,DEBTCONSOLIDATION,3000,0.05,4,N,0
17340,23,157500,RENT,1,EDUCATION,10000,0.06,2,N,0
17341,22,37200,RENT,6,HOMEIMPROVEMENT,7000,0.19,2,N,1
17342,24,75000,RENT,6,HOMEIMPROVEMENT,15000,0.2,4,N,0
17343,23,68500,MORTGAGE,7,VENTURE,4200,0.06,3,N,0
17344,25,29000,RENT,9,MEDICAL,1000,0.03,2,N,1
17345,24,35000,RENT,1,DEBTCONSOLIDATION,12000,0.34,2,N,1
17346,23,42000,RENT,0,VENTURE,5000,0.12,3,N,1
17347,23,16000,MORTGAGE,3,MEDICAL,2275,0.14,3,Y,0
17348,24,65000,RENT,5,MEDICAL,12000,0.18,3,N,0
17349,21,70553,MORTGAGE,2,MEDICAL,10000,0.14,3,N,1
17350,26,34000,RENT,3,PERSONAL,5500,0.16,3,Y,0
17351,21,25000,MORTGAGE,2,PERSONAL,3600,0.14,4,N,0
17352,24,49278,RENT,4,DEBTCONSOLIDATION,11000,0.22,2,Y,0
17353,24,52000,MORTGAGE,3,VENTURE,3500,0.07,3,N,0
17354,21,27600,OWN,3,EDUCATION,1000,0.04,3,Y,0
17355,26,59500,MORTGAGE,9,DEBTCONSOLIDATION,12000,0.2,4,N,0
17356,25,64000,RENT,0,DEBTCONSOLIDATION,20000,0.31,4,Y,1
17357,22,33000,RENT,1,MEDICAL,1400,0.04,3,Y,0
17358,24,106000,RENT,6,HOMEIMPROVEMENT,13000,0.12,4,N,1
17359,22,28000,RENT,5,PERSONAL,6900,0.25,3,N,0
17360,25,20000,RENT,1,MEDICAL,12000,0.6,2,N,1
17361,21,60000,RENT,5,MEDICAL,10000,0.17,4,N,0
17362,22,38000,MORTGAGE,4,EDUCATION,1950,0.05,4,N,0
17363,21,37423,RENT,5,MEDICAL,2800,0.07,4,N,0
17364,23,55000,RENT,0,VENTURE,12300,0.22,2,N,0
17365,22,74476,MORTGAGE,6,EDUCATION,5000,0.07,2,N,1
17366,24,56000,MORTGAGE,8,EDUCATION,12000,0.21,2,N,0
17367,25,45000,RENT,0,DEBTCONSOLIDATION,10000,0.22,3,Y,0
17368,23,24000,MORTGAGE,5,MEDICAL,1375,0.06,3,N,1
17369,25,100000,RENT,9,PERSONAL,20000,0.2,3,Y,0
17370,24,48000,MORTGAGE,2,VENTURE,5500,0.11,3,N,0
17371,22,61200,MORTGAGE,6,MEDICAL,16000,0.26,4,N,1
17372,24,43995,RENT,0,EDUCATION,7400,0.17,3,Y,1
17373,24,95000,OWN,4,PERSONAL,10000,0.11,4,N,0
17374,23,38000,RENT,0,EDUCATION,7500,0.2,3,N,0
17375,22,103000,MORTGAGE,7,EDUCATION,15000,0.15,3,N,0
17376,23,85000,RENT,2,VENTURE,12000,0.14,2,Y,0
17377,23,75000,RENT,3,EDUCATION,13200,0.18,3,N,0
17378,22,28500,MORTGAGE,1,MEDICAL,8500,0.3,3,N,0
17379,23,74800,MORTGAGE,4,MEDICAL,8400,0.11,4,N,1
17380,24,57000,MORTGAGE,8,MEDICAL,20000,0.35,3,Y,1
17381,23,15600,RENT,1,VENTURE,4500,0.29,3,N,1
17382,23,50000,RENT,5,PERSONAL,10000,0.2,2,N,0
17383,25,78000,MORTGAGE,9,DEBTCONSOLIDATION,8000,0.1,4,N,1
17384,25,75996,MORTGAGE,9,DEBTCONSOLIDATION,10000,0.13,3,N,0
17385,23,60000,OWN,0,PERSONAL,8000,0.13,3,N,0
17386,26,38000,MORTGAGE,10,HOMEIMPROVEMENT,15000,0.39,3,N,0
17387,22,175000,MORTGAGE,6,MEDICAL,18000,0.1,3,N,0
17388,23,48000,RENT,6,EDUCATION,4800,0.1,2,N,0
17389,24,42000,MORTGAGE,9,DEBTCONSOLIDATION,11000,0.26,4,N,0
17390,25,95950,RENT,2,PERSONAL,17500,0.18,3,N,0
17391,25,84000,MORTGAGE,9,MEDICAL,5000,0.06,2,N,0
17392,23,37500,RENT,2,DEBTCONSOLIDATION,8000,0.21,4,N,0
17393,25,49000,RENT,9,DEBTCONSOLIDATION,10000,0.2,2,N,1
17394,23,52800,RENT,4,VENTURE,14000,0.27,4,N,0
17395,23,33500,RENT,2,MEDICAL,2500,0.07,4,Y,1
17396,22,60000,MORTGAGE,0,DEBTCONSOLIDATION,5000,0.08,3,N,0
17397,23,70000,MORTGAGE,7,PERSONAL,13000,0.19,3,N,0
17398,22,38000,RENT,5,EDUCATION,10000,0.26,2,Y,0
17399,25,28800,RENT,0,EDUCATION,5000,0.17,4,N,0
17400,23,114600,MORTGAGE,7,PERSONAL,10000,0.09,4,Y,0
17401,25,63000,MORTGAGE,3,PERSONAL,3000,0.05,2,Y,0
17402,23,65000,MORTGAGE,3,VENTURE,7000,0.11,4,N,0
17403,22,57175,RENT,6,EDUCATION,16000,0.28,2,Y,1
17404,22,24000,OWN,3,VENTURE,2500,0.1,2,N,0
17405,24,67000,RENT,5,PERSONAL,20000,0.3,3,Y,0
17406,21,36000,RENT,1,MEDICAL,4500,0.12,4,N,1
17407,23,67150,MORTGAGE,5,MEDICAL,10000,0.15,2,N,1
17408,23,31200,RENT,0,PERSONAL,3200,0.1,2,Y,0
17409,24,45000,MORTGAGE,0,EDUCATION,10625,0.24,4,N,1
17410,23,67000,OWN,1,VENTURE,3250,0.05,4,N,0
17411,23,112800,MORTGAGE,3,EDUCATION,35000,0.31,2,N,0
17412,24,29000,RENT,5,MEDICAL,6000,0.21,2,N,0
17413,24,22000,OWN,1,EDUCATION,3000,0.14,2,N,0
17414,23,29004,OWN,1,VENTURE,2000,0.07,3,N,0
17415,24,80000,MORTGAGE,8,PERSONAL,9000,0.11,2,N,0
17416,26,35000,RENT,0,MEDICAL,6600,0.19,3,N,0
17417,26,52000,OWN,10,DEBTCONSOLIDATION,5000,0.1,4,Y,0
17418,24,70399,RENT,0,MEDICAL,1000,0.01,3,N,0
17419,21,18000,RENT,5,MEDICAL,1500,0.08,3,N,1
17420,23,103240,MORTGAGE,0,VENTURE,4000,0.04,3,N,0
17421,25,54000,RENT,8,DEBTCONSOLIDATION,19000,0.35,2,Y,1
17422,23,85000,RENT,5,EDUCATION,10000,0.12,3,N,0
17423,22,66000,MORTGAGE,6,VENTURE,10000,0.15,4,N,0
17424,22,49000,MORTGAGE,2,VENTURE,8500,0.17,3,N,0
17425,21,47580,MORTGAGE,5,EDUCATION,14000,0.29,2,N,0
17426,26,30000,RENT,4,MEDICAL,5000,0.17,4,Y,0
17427,23,30000,RENT,0,EDUCATION,8400,0.28,3,N,0
17428,21,24996,RENT,2,MEDICAL,5000,0.2,4,N,1
17429,22,44004,MORTGAGE,3,EDUCATION,9000,0.2,4,N,1
17430,23,32000,MORTGAGE,4,EDUCATION,1200,0.04,2,N,0
17431,24,88000,MORTGAGE,2,DEBTCONSOLIDATION,25000,0.28,2,Y,1
17432,24,45600,MORTGAGE,0,EDUCATION,7200,0.16,2,N,0
17433,23,95000,RENT,4,EDUCATION,10000,0.11,4,N,0
17434,26,69846,RENT,2,EDUCATION,22500,0.32,4,N,1
17435,23,75000,OWN,5,MEDICAL,12500,0.17,3,Y,0
17436,22,55000,RENT,3,PERSONAL,15000,0.27,4,Y,0
17437,24,122000,RENT,4,DEBTCONSOLIDATION,15000,0.12,2,N,0
17438,24,62500,OWN,8,HOMEIMPROVEMENT,6500,0.1,3,N,0
17439,26,93492,RENT,0,PERSONAL,20000,0.21,2,N,0
17440,26,37000,RENT,0,PERSONAL,14000,0.38,2,N,1
17441,23,61615,MORTGAGE,4,MEDICAL,13000,0.21,3,N,0
17442,22,50000,MORTGAGE,6,VENTURE,7800,0.16,2,N,0
17443,22,75000,RENT,5,EDUCATION,5000,0.07,4,N,0
17444,21,42500,RENT,0,DEBTCONSOLIDATION,2500,0.06,4,N,0
17445,26,45000,MORTGAGE,6,VENTURE,5000,0.11,2,N,0
17446,25,33500,RENT,2,MEDICAL,10000,0.3,3,N,0
17447,26,75000,RENT,0,EDUCATION,12000,0.16,3,N,0
17448,24,45000,RENT,0,EDUCATION,6000,0.13,3,Y,1
17449,23,54000,RENT,7,MEDICAL,4500,0.08,3,N,1
17450,21,61000,RENT,3,EDUCATION,7500,0.12,4,N,0
17451,22,28800,OWN,2,EDUCATION,10000,0.35,2,Y,0
17452,25,56204,RENT,3,MEDICAL,12000,0.21,2,Y,1
17453,25,57300,RENT,2,HOMEIMPROVEMENT,10400,0.18,4,Y,0
17454,23,66000,RENT,0,EDUCATION,9200,0.14,2,N,0
17455,24,8400,RENT,0,EDUCATION,1500,0.18,4,N,1
17456,23,83600,RENT,7,PERSONAL,15000,0.18,3,N,1
17457,24,45996,RENT,3,EDUCATION,2000,0.04,4,Y,0
17458,22,24000,MORTGAGE,4,EDUCATION,1300,0.05,3,N,0
17459,22,50000,RENT,3,VENTURE,13000,0.26,3,N,0
17460,22,70000,MORTGAGE,3,VENTURE,14400,0.21,4,N,0
17461,23,47233,RENT,7,DEBTCONSOLIDATION,5000,0.11,4,N,0
17462,23,39996,RENT,7,PERSONAL,2000,0.05,2,N,0
17463,26,51600,OWN,10,EDUCATION,15000,0.29,4,N,0
17464,24,72000,MORTGAGE,1,VENTURE,12000,0.17,4,N,0
17465,21,44004,RENT,2,EDUCATION,7000,0.16,2,N,1
17466,23,60000,RENT,4,EDUCATION,7000,0.12,4,N,0
17467,23,63000,RENT,0,VENTURE,16000,0.25,2,Y,1
17468,23,42000,RENT,2,EDUCATION,6500,0.15,3,N,0
17469,23,65000,RENT,7,EDUCATION,3600,0.06,3,N,0
17470,25,48500,OTHER,1,PERSONAL,19500,0.4,3,N,1
17471,21,42000,RENT,5,VENTURE,1000,0.02,4,N,1
17472,26,45000,MORTGAGE,0,DEBTCONSOLIDATION,7750,0.17,4,N,0
17473,25,120000,RENT,9,VENTURE,4800,0.04,4,N,0
17474,25,49000,RENT,10,EDUCATION,9600,0.2,4,N,1
17475,26,22800,RENT,4,PERSONAL,5000,0.22,2,Y,0
17476,22,55000,MORTGAGE,6,VENTURE,10000,0.18,2,N,0
17477,23,36000,MORTGAGE,6,PERSONAL,14000,0.39,3,N,0
17478,24,70000,RENT,0,MEDICAL,10000,0.14,3,N,0
17479,23,27000,RENT,6,EDUCATION,6000,0.22,3,Y,0
17480,22,58608,RENT,4,MEDICAL,10000,0.17,2,N,0
17481,22,39000,OWN,6,MEDICAL,1000,0.03,2,N,0
17482,22,185000,RENT,4,EDUCATION,25000,0.14,4,N,0
17483,23,80400,RENT,4,EDUCATION,9000,0.11,4,N,0
17484,24,41000,RENT,1,DEBTCONSOLIDATION,7000,0.17,2,N,0
17485,25,57000,RENT,1,PERSONAL,9500,0.17,2,N,0
17486,26,51600,RENT,1,EDUCATION,5000,0.1,2,N,1
17487,22,20000,RENT,2,VENTURE,5000,0.25,2,N,0
17488,25,60000,MORTGAGE,2,PERSONAL,6900,0.12,2,N,0
17489,24,50500,RENT,7,EDUCATION,9600,0.19,4,N,0
17490,23,33000,RENT,4,EDUCATION,8000,0.24,3,N,0
17491,24,38000,MORTGAGE,3,DEBTCONSOLIDATION,16000,0.42,2,N,0
17492,21,104740,MORTGAGE,5,EDUCATION,19200,0.18,2,N,0
17493,26,76800,MORTGAGE,2,VENTURE,12800,0.17,3,N,0
17494,23,92004,MORTGAGE,7,EDUCATION,24250,0.26,2,N,0
17495,23,44004,OWN,7,EDUCATION,17000,0.39,2,N,0
17496,23,36100,RENT,2,DEBTCONSOLIDATION,5000,0.14,2,N,0
17497,22,31000,RENT,5,PERSONAL,5550,0.18,3,N,1
17498,24,49000,MORTGAGE,5,EDUCATION,2700,0.06,3,N,0
17499,24,63410,MORTGAGE,3,MEDICAL,20000,0.32,4,N,1
17500,25,70000,MORTGAGE,6,VENTURE,14000,0.2,2,N,0
17501,26,103000,MORTGAGE,10,EDUCATION,5000,0.05,4,N,0
17502,22,21000,RENT,7,DEBTCONSOLIDATION,8000,0.38,4,Y,1
17503,25,48600,RENT,0,MEDICAL,12000,0.25,2,N,0
17504,25,27800,OWN,0,EDUCATION,14125,0.51,2,N,0
17505,23,54000,RENT,7,VENTURE,15550,0.29,4,N,0
17584,22,10800,RENT,0,MEDICAL,3600,0.33,3,Y,1
17506,25,42000,RENT,1,DEBTCONSOLIDATION,6000,0.14,2,N,0
17507,24,53000,MORTGAGE,8,PERSONAL,10000,0.19,2,N,0
17508,24,86400,MORTGAGE,2,DEBTCONSOLIDATION,12200,0.14,2,N,0
17509,24,90000,MORTGAGE,8,HOMEIMPROVEMENT,5000,0.06,3,Y,0
17510,25,33000,MORTGAGE,6,VENTURE,8000,0.24,3,N,0
17511,24,70000,MORTGAGE,2,HOMEIMPROVEMENT,17000,0.24,4,N,0
17512,24,12000,OWN,4,PERSONAL,2500,0.21,4,N,1
17513,24,72000,OWN,0,EDUCATION,16000,0.22,2,N,0
17514,24,28590,RENT,7,DEBTCONSOLIDATION,8000,0.28,2,Y,1
17515,24,70550,RENT,8,MEDICAL,9000,0.13,2,Y,1
17516,26,51000,MORTGAGE,10,DEBTCONSOLIDATION,13000,0.25,2,Y,1
17517,26,33800,RENT,4,PERSONAL,13000,0.38,2,Y,1
17518,22,74000,RENT,4,VENTURE,5050,0.07,4,N,0
17519,25,61000,RENT,9,MEDICAL,6000,0.1,3,N,0
17520,24,91000,MORTGAGE,0,PERSONAL,1000,0.01,4,N,0
17521,21,65004,MORTGAGE,5,EDUCATION,5000,0.08,4,N,0
17522,24,83100,RENT,5,PERSONAL,5000,0.06,3,Y,0
17523,22,40000,RENT,2,DEBTCONSOLIDATION,4000,0.1,3,N,0
17524,26,54000,MORTGAGE,10,MEDICAL,8500,0.16,3,N,1
17525,23,60000,MORTGAGE,6,EDUCATION,7000,0.12,2,Y,0
17526,22,44004,RENT,2,DEBTCONSOLIDATION,5000,0.11,3,N,0
17527,22,107000,MORTGAGE,6,HOMEIMPROVEMENT,24000,0.22,4,Y,1
17528,23,25800,RENT,2,PERSONAL,6000,0.23,4,Y,0
17529,24,90000,RENT,8,PERSONAL,10000,0.11,4,N,0
17530,24,21600,RENT,0,EDUCATION,10000,0.46,3,N,1
17531,26,59000,RENT,3,EDUCATION,20000,0.34,2,N,1
17532,26,130000,MORTGAGE,5,EDUCATION,35000,0.27,3,N,0
17533,26,84000,RENT,7,DEBTCONSOLIDATION,15000,0.18,2,Y,1
17534,23,108366,RENT,7,HOMEIMPROVEMENT,35000,0.32,2,N,1
17535,22,64000,RENT,5,DEBTCONSOLIDATION,6600,0.1,4,N,0
17536,23,40000,RENT,7,VENTURE,10000,0.25,3,N,0
17537,25,63128,RENT,0,VENTURE,1500,0.02,2,N,0
17538,26,48000,RENT,1,EDUCATION,15000,0.31,3,N,1
17539,25,56000,MORTGAGE,0,PERSONAL,5000,0.09,4,N,0
17540,25,100000,MORTGAGE,9,PERSONAL,17600,0.18,3,N,0
17541,26,80000,MORTGAGE,0,VENTURE,6300,0.08,4,N,0
17542,24,425000,MORTGAGE,8,EDUCATION,10000,0.02,3,N,0
17543,24,55680,MORTGAGE,4,PERSONAL,7875,0.14,3,N,0
17544,24,140300,MORTGAGE,6,MEDICAL,6000,0.04,3,N,0
17545,22,36000,MORTGAGE,3,DEBTCONSOLIDATION,5250,0.15,2,N,0
17546,25,34000,RENT,10,DEBTCONSOLIDATION,20000,0.59,2,N,1
17547,25,79404,OTHER,0,VENTURE,20000,0.25,3,N,0
17548,25,69000,RENT,3,DEBTCONSOLIDATION,10000,0.14,2,Y,1
17549,21,30000,RENT,2,MEDICAL,5000,0.17,4,Y,1
17550,22,60000,RENT,0,EDUCATION,6025,0.1,4,N,0
17551,24,29232,MORTGAGE,1,VENTURE,11000,0.38,2,N,0
17552,23,37500,RENT,0,PERSONAL,1800,0.05,2,N,0
17553,22,59000,RENT,2,DEBTCONSOLIDATION,11000,0.19,3,N,0
17554,23,32388,MORTGAGE,0,VENTURE,6000,0.19,4,N,0
17555,23,48000,RENT,1,VENTURE,10000,0.21,3,Y,0
17556,22,36600,MORTGAGE,2,VENTURE,9950,0.27,3,N,0
17557,25,45000,MORTGAGE,5,EDUCATION,3800,0.08,3,N,0
17558,23,100000,MORTGAGE,0,DEBTCONSOLIDATION,7000,0.07,4,N,0
17559,25,29000,RENT,2,MEDICAL,2500,0.09,4,Y,1
17560,22,12000,RENT,0,MEDICAL,6700,0.56,4,N,1
17561,26,70000,RENT,2,DEBTCONSOLIDATION,10000,0.14,3,N,0
17562,22,70800,RENT,6,EDUCATION,10000,0.14,2,N,0
17563,24,30000,RENT,2,MEDICAL,3000,0.1,4,N,0
17564,26,24500,RENT,4,EDUCATION,8875,0.36,3,N,1
17565,23,40000,RENT,5,DEBTCONSOLIDATION,2000,0.05,4,N,0
17566,25,174000,MORTGAGE,2,EDUCATION,8800,0.05,4,N,0
17567,26,72600,MORTGAGE,3,VENTURE,4500,0.06,3,N,0
17568,26,75000,RENT,5,PERSONAL,20000,0.27,2,N,0
17569,25,42000,RENT,2,VENTURE,2000,0.05,3,N,0
17570,22,89250,MORTGAGE,6,MEDICAL,7500,0.08,2,Y,1
17571,21,12000,RENT,0,PERSONAL,2200,0.18,4,N,1
17572,23,57600,MORTGAGE,0,EDUCATION,1000,0.02,2,N,0
17573,23,50000,MORTGAGE,6,VENTURE,17000,0.34,4,N,0
17574,25,70000,MORTGAGE,6,HOMEIMPROVEMENT,12000,0.17,4,N,0
17575,21,30000,RENT,1,VENTURE,6000,0.2,4,N,1
17576,22,100000,MORTGAGE,3,EDUCATION,12000,0.12,4,N,0
17577,22,33300,RENT,0,MEDICAL,13250,0.4,3,N,1
17578,23,19200,OWN,0,HOMEIMPROVEMENT,6000,0.31,4,N,1
17579,25,41000,RENT,3,PERSONAL,8000,0.2,2,N,0
17580,24,55000,MORTGAGE,8,HOMEIMPROVEMENT,10000,0.18,2,N,0
17581,24,35000,MORTGAGE,6,VENTURE,8575,0.24,3,N,0
17582,21,62000,MORTGAGE,2,PERSONAL,6000,0.1,4,N,0
17583,23,54000,MORTGAGE,0,PERSONAL,5000,0.09,2,N,0
17585,23,70000,OWN,0,VENTURE,3600,0.05,4,N,0
17586,23,100000,MORTGAGE,7,VENTURE,25000,0.25,4,N,0
17587,21,13806,RENT,6,EDUCATION,4750,0.34,2,Y,1
17588,23,69743,MORTGAGE,7,VENTURE,1000,0.01,2,N,0
17589,23,41000,RENT,7,EDUCATION,4700,0.11,4,N,0
17590,23,55000,MORTGAGE,5,MEDICAL,8000,0.15,2,Y,0
17591,25,140000,MORTGAGE,9,PERSONAL,35000,0.25,4,N,0
17592,23,43000,MORTGAGE,1,EDUCATION,9000,0.21,2,N,0
17593,22,31200,RENT,1,EDUCATION,3200,0.1,4,N,0
17594,23,46852,RENT,3,EDUCATION,6800,0.15,4,N,1
17595,23,72000,MORTGAGE,7,VENTURE,9000,0.12,2,N,0
17596,21,39900,RENT,3,EDUCATION,6000,0.15,2,N,0
17597,26,59000,RENT,3,MEDICAL,12000,0.2,4,N,1
17598,22,67500,RENT,1,VENTURE,7500,0.11,3,N,0
17599,21,23000,MORTGAGE,2,DEBTCONSOLIDATION,7000,0.3,4,N,0
17600,24,30000,RENT,6,DEBTCONSOLIDATION,6000,0.2,3,N,0
17601,22,50000,MORTGAGE,6,VENTURE,10000,0.2,4,N,0
17602,21,18000,RENT,0,DEBTCONSOLIDATION,3000,0.17,2,N,1
17603,24,34900,RENT,3,VENTURE,5000,0.14,3,N,0
17604,21,18000,RENT,1,VENTURE,3200,0.18,2,N,1
17605,25,98000,OWN,0,HOMEIMPROVEMENT,2000,0.02,3,N,0
17606,23,51996,RENT,7,PERSONAL,4000,0.08,2,Y,0
17607,26,100000,MORTGAGE,7,DEBTCONSOLIDATION,7500,0.08,3,N,0
17608,23,33000,RENT,5,VENTURE,4800,0.15,4,N,0
17609,24,112000,MORTGAGE,8,PERSONAL,3500,0.03,4,N,0
17610,23,32000,RENT,0,EDUCATION,4000,0.12,3,N,0
17611,26,67983,MORTGAGE,7,MEDICAL,15000,0.22,3,N,1
17612,23,20400,RENT,2,MEDICAL,1200,0.06,2,N,0
17613,24,45792,RENT,3,PERSONAL,17000,0.37,3,N,1
17614,25,56004,RENT,3,PERSONAL,7000,0.12,4,N,0
17615,25,35000,OWN,9,VENTURE,4000,0.11,4,N,0
17616,25,30000,RENT,6,MEDICAL,4000,0.13,3,N,0
17617,23,92000,MORTGAGE,7,EDUCATION,18000,0.2,2,N,0
17618,24,56100,RENT,4,MEDICAL,20000,0.36,4,Y,1
17619,24,85000,RENT,5,MEDICAL,25000,0.29,4,N,0
17620,23,69996,RENT,7,DEBTCONSOLIDATION,5600,0.08,4,N,0
17621,23,37000,MORTGAGE,3,MEDICAL,3600,0.1,4,N,1
17622,25,43000,MORTGAGE,5,DEBTCONSOLIDATION,10000,0.23,3,N,0
17623,24,62000,MORTGAGE,7,PERSONAL,6200,0.1,2,N,0
17624,23,60000,RENT,2,VENTURE,9000,0.15,2,N,0
17625,23,32000,RENT,0,MEDICAL,8500,0.27,4,Y,0
17626,24,42000,RENT,0,MEDICAL,12000,0.29,2,N,0
17627,25,43200,OWN,9,VENTURE,13800,0.32,2,N,0
17628,24,80000,MORTGAGE,8,VENTURE,5000,0.06,2,N,0
17629,25,77000,MORTGAGE,1,DEBTCONSOLIDATION,7200,0.09,2,N,1
17630,24,62500,MORTGAGE,2,EDUCATION,6000,0.1,3,N,0
17631,25,63600,MORTGAGE,9,DEBTCONSOLIDATION,7000,0.11,4,N,1
17632,22,19200,MORTGAGE,3,EDUCATION,5000,0.26,2,Y,1
17633,22,89000,MORTGAGE,6,VENTURE,16000,0.18,2,N,0
17634,24,80000,MORTGAGE,6,EDUCATION,16000,0.2,3,N,0
17635,24,59000,MORTGAGE,3,EDUCATION,6800,0.12,2,N,1
17636,25,34000,RENT,0,EDUCATION,10000,0.29,2,Y,1
